,censusTract,Year,City,CommunityName,Detailed_Name,SPA,SD,CD,SSD,AD,DemogSurveySample,YouthCountSample,totStreetSingAdult,totStreetFamHH,totStreetFamMemb,totCars,totVans,totCampers,totTents,totEncamp,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totEncampPeople,totYouthIndiv,totYouthUnaccKid,totYouthFamHH,totYouthFamMemb,totEsAdultSingAdult,totESAdultFamHH,totEsAdultFamMemb,totEsYouthSingYouth,totESYouthFamHH,totEsYouthFamMemb,totEsYouthUnaccYouth,totThAdultSingAdult,totTHAdultFamHH,totThAdultFamMemb,totThYouthSingYouth,totTHYouthFamHH,totThYouthFamMemb,totThYouthUnaccYouth,totShAdultSingAdult,totSHAdultFamHH,totShAdultFamMemb,totShYouthSingYouth,totSHYouthFamHH,totShYouthFamMemb,totShYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople,ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT, AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT
0,221500,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,53,No,No,8,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,90018.0,6.0,37.0,221500.0,6037221500.0,3507.0,1244.0,380722.0,380722.0,49310.0,16658.0,7500313.0,7500313.0,3507.0,1244.0,380722.0,380722.0,7.11,7.47,5.08,5.08,100.0,100.0,100.0,100.0
1,221601,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,53,No,No,5,0,0,0,1,4,0,4,0,2,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,90007.0,6.0,37.0,221601.0,6037221601.0,3403.0,940.0,369897.0,369897.0,40920.0,12762.0,6387018.0,6387018.0,3403.0,940.0,369897.0,369897.0,8.32,7.37,5.79,5.79,100.0,100.0,100.0,100.0
2,221710,2016,Los Angeles,Adams,Empowerment Congress North NC,6,1,8,30,59,No,No,4,0,0,1,1,4,0,1,2,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,90007.0,6.0,37.0,221710.0,6037221710.0,2621.0,941.0,327957.0,327957.0,40920.0,12762.0,6387018.0,6387018.0,2621.0,941.0,327957.0,327957.0,6.41,7.37,5.13,5.13,100.0,100.0,100.0,100.0
3,221810,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,59,No,Yes,4,0,0,1,5,7,0,1,2,9,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,90007.0,6.0,37.0,221810.0,6037221810.0,2773.0,1048.0,304336.0,304336.0,40920.0,12762.0,6387018.0,6387018.0,2773.0,1048.0,304336.0,304336.0,6.78,8.21,4.76,4.76,100.0,100.0,100.0,100.0
4,221820,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,9,30,59,No,No,1,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,90007.0,6.0,37.0,221820.0,6037221820.0,3095.0,1188.0,204263.0,204263.0,40920.0,12762.0,6387018.0,6387018.0,3095.0,1188.0,204263.0,204263.0,7.56,9.31,3.2,3.2,100.0,100.0,100.0,100.0
5,221900,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,9,30,59,No,No,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90007.0,6.0,37.0,221900.0,6037221900.0,3664.0,1098.0,409739.0,409739.0,40920.0,12762.0,6387018.0,6387018.0,3664.0,1098.0,409739.0,409739.0,8.95,8.6,6.42,6.42,100.0,100.0,100.0,100.0
6,222001,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,10,30,54,No,No,7,0,0,1,0,2,1,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,90018.0,6.0,37.0,222001.0,6037222001.0,3237.0,910.0,474298.0,474298.0,49310.0,16658.0,7500313.0,7500313.0,3237.0,910.0,474298.0,474298.0,6.56,5.46,6.32,6.32,100.0,100.0,100.0,100.0
7,222002,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,54,No,No,3,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,90018.0,6.0,37.0,222002.0,6037222002.0,4655.0,1355.0,655700.0,655700.0,49310.0,16658.0,7500313.0,7500313.0,4655.0,1355.0,655700.0,655700.0,9.44,8.13,8.74,8.74,100.0,100.0,100.0,100.0
8,222100,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,59,No,No,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,90007.0,6.0,37.0,222100.0,6037222100.0,1964.0,586.0,183313.0,183313.0,40920.0,12762.0,6387018.0,6387018.0,3877.0,1166.0,478935.0,478935.0,4.8,4.59,2.87,2.87,50.66,50.26,38.28,38.28
9,222100,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,59,No,No,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,90018.0,6.0,37.0,222100.0,6037222100.0,1913.0,580.0,295622.0,295622.0,49310.0,16658.0,7500313.0,7500313.0,3877.0,1166.0,478935.0,478935.0,3.88,3.48,3.94,3.94,49.34,49.74,61.72,61.72
10,222200,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,59,No,No,2,0,0,1,0,1,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,90007.0,6.0,37.0,222200.0,6037222200.0,1895.0,551.0,183454.0,183454.0,40920.0,12762.0,6387018.0,6387018.0,3965.0,1258.0,481869.0,481869.0,4.63,4.32,2.87,2.87,47.79,43.8,38.07,38.07
11,222200,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,59,No,No,2,0,0,1,0,1,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,90018.0,6.0,37.0,222200.0,6037222200.0,2070.0,707.0,298415.0,298415.0,49310.0,16658.0,7500313.0,7500313.0,3965.0,1258.0,481869.0,481869.0,4.2,4.24,3.98,3.98,52.21,56.2,61.93,61.93
12,222500,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,59,No,No,1,0,0,1,0,1,6,0,2,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,90018.0,6.0,37.0,222500.0,6037222500.0,4963.0,1347.0,652465.0,652465.0,49310.0,16658.0,7500313.0,7500313.0,4963.0,1347.0,652465.0,652465.0,10.06,8.09,8.7,8.7,100.0,100.0,100.0,100.0
13,222600,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,59,No,No,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,90007.0,6.0,37.0,222600.0,6037222600.0,5631.0,1813.0,651938.0,651938.0,40920.0,12762.0,6387018.0,6387018.0,5631.0,1813.0,651938.0,651938.0,13.76,14.21,10.21,10.21,100.0,100.0,100.0,100.0
14,222700,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,9,30,59,No,No,1,0,0,0,0,0,1,5,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,90007.0,6.0,37.0,222700.0,6037222700.0,622.0,241.0,132718.0,132718.0,40920.0,12762.0,6387018.0,6387018.0,3748.0,272.0,817399.0,817399.0,1.52,1.89,2.08,2.08,16.6,88.6,16.24,16.24
15,222700,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,9,30,59,No,No,1,0,0,0,0,0,1,5,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,90089.0,6.0,37.0,222700.0,6037222700.0,3126.0,31.0,684681.0,684681.0,3217.0,31.0,742759.0,742759.0,3748.0,272.0,817399.0,817399.0,97.17,100.0,92.18,92.18,83.4,11.4,83.76,83.76
16,231210,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,59,No,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,90037.0,6.0,37.0,231210.0,6037231210.0,3688.0,1124.0,320681.0,320681.0,62276.0,17192.0,7351184.0,7351184.0,3688.0,1124.0,320681.0,320681.0,5.92,6.54,4.36,4.36,100.0,100.0,100.0,100.0
17,231220,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,9,30,59,Yes,Yes,1,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,29,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,84,0,0,84,93,90007.0,6.0,37.0,231220.0,6037231220.0,200.0,49.0,202321.0,202321.0,40920.0,12762.0,6387018.0,6387018.0,3824.0,1142.0,965181.0,965181.0,0.49,0.38,3.17,3.17,5.23,4.29,20.96,20.96
18,231220,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,9,30,59,Yes,Yes,1,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,29,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,84,0,0,84,93,90037.0,6.0,37.0,231220.0,6037231220.0,3624.0,1093.0,762860.0,762860.0,62276.0,17192.0,7351184.0,7351184.0,3824.0,1142.0,965181.0,965181.0,5.82,6.36,10.38,10.38,94.77,95.71,79.04,79.04
19,231300,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,59,No,No,7,0,0,2,1,1,0,13,3,2,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,90037.0,6.0,37.0,231300.0,6037231300.0,290.0,96.0,10844.0,10844.0,62276.0,17192.0,7351184.0,7351184.0,5348.0,1584.0,657454.0,657454.0,0.47,0.56,0.15,0.15,5.42,6.06,1.65,1.65
20,231300,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,59,No,No,7,0,0,2,1,1,0,13,3,2,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,90062.0,6.0,37.0,231300.0,6037231300.0,5058.0,1488.0,646610.0,646610.0,32821.0,9795.0,5008337.0,5008337.0,5348.0,1584.0,657454.0,657454.0,15.41,15.19,12.91,12.91,94.58,93.94,98.35,98.35
21,231400,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,54,No,No,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,90018.0,6.0,37.0,231400.0,6037231400.0,158.0,47.0,24680.0,24680.0,49310.0,16658.0,7500313.0,7500313.0,4688.0,1512.0,621035.0,621035.0,0.32,0.28,0.33,0.33,3.37,3.11,3.97,3.97
22,231400,2016,Los Angeles,Adams,Empowerment Congress North NC,6,2,8,30,54,No,No,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,90062.0,6.0,37.0,231400.0,6037231400.0,4530.0,1465.0,596355.0,596355.0,32821.0,9795.0,5008337.0,5008337.0,4688.0,1512.0,621035.0,621035.0,13.8,14.96,11.91,11.91,96.63,96.89,96.03,96.03
23,219500,2016,Los Angeles,Adams-La Brea,West Adams NC,6,2,10,30,54,No,Yes,9,0,0,1,1,3,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,90016.0,6.0,37.0,219500.0,6037219500.0,1737.0,760.0,557587.0,557587.0,47596.0,17204.0,9402209.0,9393921.0,1737.0,760.0,557587.0,557587.0,3.65,4.42,5.93,5.94,100.0,100.0,100.0,100.0
24,219700,2016,Los Angeles,Adams-La Brea,West Adams NC,6,2,10,30,54,No,No,9,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,90016.0,6.0,37.0,219700.0,6037219700.0,4306.0,1411.0,1092488.0,1092488.0,47596.0,17204.0,9402209.0,9393921.0,4306.0,1411.0,1092488.0,1092488.0,9.05,8.2,11.62,11.63,100.0,100.0,100.0,100.0
25,219800,2016,Los Angeles,Adams-La Brea,West Adams NC,6,2,10,30,54,No,No,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,90016.0,6.0,37.0,219800.0,6037219800.0,3310.0,1018.0,446134.0,446134.0,47596.0,17204.0,9402209.0,9393921.0,3310.0,1018.0,446134.0,446134.0,6.95,5.92,4.74,4.75,100.0,100.0,100.0,100.0
26,219901,2016,Los Angeles,Adams-La Brea,West Adams NC,6,2,10,30,54,No,No,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90016.0,6.0,37.0,219901.0,6037219901.0,5234.0,1470.0,524891.0,524891.0,47596.0,17204.0,9402209.0,9393921.0,5234.0,1470.0,524891.0,524891.0,11.0,8.54,5.58,5.59,100.0,100.0,100.0,100.0
27,219902,2016,Los Angeles,Adams-La Brea,West Adams NC,6,2,10,30,54,No,Yes,2,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,90016.0,6.0,37.0,219902.0,6037219902.0,4113.0,1237.0,800818.0,798150.0,47596.0,17204.0,9402209.0,9393921.0,4113.0,1237.0,800818.0,798150.0,8.64,7.19,8.52,8.5,100.0,100.0,100.0,100.0
28,220000,2016,Los Angeles,Adams-La Brea,West Adams NC,6,2,10,30,54,No,No,10,0,0,0,1,4,0,2,0,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,90016.0,6.0,37.0,220000.0,6037220000.0,5345.0,2048.0,971788.0,971788.0,47596.0,17204.0,9402209.0,9393921.0,5345.0,2048.0,971788.0,971788.0,11.23,11.9,10.34,10.34,100.0,100.0,100.0,100.0
29,220100,2016,Los Angeles,Adams-La Brea,West Adams NC,6,2,10,30,54,Yes,No,8,0,0,0,3,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,90016.0,6.0,37.0,220100.0,6037220100.0,2334.0,1034.0,980396.0,979761.0,47596.0,17204.0,9402209.0,9393921.0,2334.0,1034.0,980396.0,979761.0,4.9,6.01,10.43,10.43,100.0,100.0,100.0,100.0
30,800324,2016,Agoura Hills,Agoura Hills,Agoura Hills,2,3,0,27,44,No,No,6,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,91301.0,6.0,37.0,800324.0,6037800324.0,6215.0,2245.0,2818976.0,2746072.0,25488.0,9559.0,88628548.0,88294586.0,6664.0,2426.0,3586512.0,3513608.0,24.38,23.49,3.18,3.11,93.26,92.54,78.6,78.16
31,800324,2016,Agoura Hills,Agoura Hills,Agoura Hills,2,3,0,27,44,No,No,6,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,91362.0,6.0,37.0,800324.0,6037800324.0,449.0,181.0,767536.0,767536.0,36045.0,14033.0,50808113.0,50808113.0,6664.0,2426.0,3586512.0,3513608.0,1.25,1.29,1.51,1.51,6.74,7.46,21.4,21.84
32,800327,2016,Unincorporated Agoura Hills,Agoura Hills,Unincorporated Agoura Hills,2,3,0,27,50,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91301.0,6.0,37.0,800327.0,6037800327.0,5305.0,2223.0,5665980.0,5663874.0,25488.0,9559.0,88628548.0,88294586.0,5305.0,2223.0,5665980.0,5663874.0,20.81,23.26,6.39,6.41,100.0,100.0,100.0,100.0
33,800328,2016,Unincorporated Agoura Hills,Agoura Hills,Unincorporated Agoura Hills,2,3,0,27,45,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91301.0,6.0,37.0,800328.0,6037800328.0,861.0,272.0,7740364.0,7740364.0,25488.0,9559.0,88628548.0,88294586.0,2640.0,1083.0,9800187.0,9800187.0,3.38,2.85,8.73,8.77,32.61,25.12,78.98,78.98
34,800328,2016,Unincorporated Agoura Hills,Agoura Hills,Unincorporated Agoura Hills,2,3,0,27,45,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91302.0,6.0,37.0,800328.0,6037800328.0,1779.0,811.0,2059823.0,2059823.0,25709.0,9702.0,69273356.0,69143126.0,2640.0,1083.0,9800187.0,9800187.0,6.92,8.36,2.97,2.98,67.39,74.88,21.02,21.02
35,800331,2016,Agoura Hills,Agoura Hills,Agoura Hills,2,3,0,27,44,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91362.0,6.0,37.0,800331.0,6037800331.0,766.0,233.0,1909786.0,1909786.0,36045.0,14033.0,50808113.0,50808113.0,766.0,233.0,1909786.0,1909786.0,2.13,1.66,3.76,3.76,100.0,100.0,100.0,100.0
36,800332,2016,Agoura Hills,Agoura Hills,Agoura Hills,2,3,0,27,50,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91301.0,6.0,37.0,800332.0,6037800332.0,6665.0,2227.0,4805949.0,4805377.0,25488.0,9559.0,88628548.0,88294586.0,6665.0,2227.0,4805949.0,4805377.0,26.15,23.3,5.42,5.44,100.0,100.0,100.0,100.0
37,920011,2016,Agua Dulce,Agua Dulce,Agua Dulce,2,5,0,21,36,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91390.0,6.0,37.0,920011.0,6037920011.0,273.0,142.0,125851106.0,125838897.0,19786.0,6742.0,373151071.0,370679105.0,286.0,146.0,163283786.0,163271577.0,1.38,2.11,33.73,33.95,95.45,97.26,77.08,77.07
38,920102,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,36,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91354.0,6.0,37.0,920102.0,6037920102.0,603.0,207.0,8454044.0,8452525.0,28722.0,9926.0,22600194.0,22595656.0,5668.0,2119.0,627930672.0,615735934.0,2.1,2.09,37.41,37.41,10.64,9.77,1.35,1.37
39,920102,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,36,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91384.0,6.0,37.0,920102.0,6037920102.0,3846.0,1386.0,68386747.0,60551043.0,29855.0,7197.0,290445925.0,281172396.0,5668.0,2119.0,627930672.0,615735934.0,12.88,19.26,23.55,21.54,67.85,65.41,10.89,9.83
40,920102,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,36,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91390.0,6.0,37.0,920102.0,6037920102.0,83.0,49.0,17550768.0,17547576.0,19786.0,6742.0,373151071.0,370679105.0,5668.0,2119.0,627930672.0,615735934.0,0.42,0.73,4.7,4.73,1.46,2.31,2.8,2.85
41,920102,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,36,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93243.0,6.0,37.0,920102.0,6037920102.0,9.0,8.0,89624011.0,89538613.0,1699.0,713.0,396799753.0,389376655.0,5668.0,2119.0,627930672.0,615735934.0,0.53,1.12,22.59,23.0,0.16,0.38,14.27,14.54
42,920102,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,36,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93532.0,6.0,37.0,920102.0,6037920102.0,1100.0,469.0,221286635.0,220693519.0,2932.0,1291.0,295460887.0,294415332.0,5668.0,2119.0,627930672.0,615735934.0,37.52,36.33,74.9,74.96,19.41,22.13,35.24,35.84
43,920104,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,36,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91384.0,6.0,37.0,920104.0,6037920104.0,2798.0,888.0,158155032.0,158120903.0,29855.0,7197.0,290445925.0,281172396.0,2798.0,888.0,158155032.0,158120903.0,9.37,12.34,54.45,56.24,100.0,100.0,100.0,100.0
44,920106,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,38,No,No,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,91355.0,6.0,37.0,920106.0,6037920106.0,13.0,6.0,9580175.0,9379507.0,32605.0,13322.0,40487220.0,40079320.0,3110.0,941.0,46794175.0,46123618.0,0.04,0.05,23.66,23.4,0.42,0.64,20.47,20.34
45,920106,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,38,No,No,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,91384.0,6.0,37.0,920106.0,6037920106.0,3097.0,935.0,37214000.0,36744111.0,29855.0,7197.0,290445925.0,281172396.0,3110.0,941.0,46794175.0,46123618.0,10.37,12.99,12.81,13.07,99.58,99.36,79.53,79.66
46,920116,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,38,No,No,4,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,91384.0,6.0,37.0,920116.0,6037920116.0,5181.0,1657.0,7427858.0,7425911.0,29855.0,7197.0,290445925.0,281172396.0,5181.0,1657.0,7427858.0,7425911.0,17.35,23.02,2.56,2.64,100.0,100.0,100.0,100.0
47,920118,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,38,No,No,20,0,0,0,6,12,0,6,0,10,23,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,63,91355.0,6.0,37.0,920118.0,6037920118.0,0.0,0.0,111524.0,111524.0,32605.0,13322.0,40487220.0,40079320.0,6117.0,1831.0,2959497.0,2959497.0,0.0,0.0,0.28,0.28,0.0,0.0,3.77,3.77
48,920118,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,38,No,No,20,0,0,0,6,12,0,6,0,10,23,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,63,91384.0,6.0,37.0,920118.0,6037920118.0,6117.0,1831.0,2847973.0,2847973.0,29855.0,7197.0,290445925.0,281172396.0,6117.0,1831.0,2959497.0,2959497.0,20.49,25.44,0.98,1.01,100.0,100.0,96.23,96.23
49,920119,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,38,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91384.0,6.0,37.0,920119.0,6037920119.0,1896.0,499.0,5062632.0,5061550.0,29855.0,7197.0,290445925.0,281172396.0,1896.0,499.0,5062632.0,5061550.0,6.35,6.93,1.74,1.8,100.0,100.0,100.0,100.0
50,920200,2016,Castaic-Val Verde,Agua Dulce,Castaic-Val Verde,2,5,0,21,38,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,91384.0,6.0,37.0,920200.0,6037920200.0,6920.0,1.0,11351683.0,10420905.0,29855.0,7197.0,290445925.0,281172396.0,6920.0,1.0,11351683.0,10420905.0,23.18,0.01,3.91,3.71,100.0,100.0,100.0,100.0
51,480302,2016,Alhambra,Alhambra,Alhambra,3,5,0,22,49,Yes,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,91801.0,6.0,37.0,480302.0,6037480302.0,4255.0,1797.0,1050467.0,1050467.0,52735.0,20521.0,11286727.0,11286727.0,4255.0,1797.0,1050467.0,1050467.0,8.07,8.76,9.31,9.31,100.0,100.0,100.0,100.0
