,censusTract,Year,City,CommunityName,Detailed_Name,SPA,SD,CD,SSD,AD,DemogSurveySample,YouthCountSample,totStreetSingAdult,totStreetFamHH,totStreetFamMemb,totCars,totVans,totCampers,totTents,totEncamp,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totEncampPeople,totYouthIndiv,totYouthUnaccKid,totYouthFamHH,totYouthFamMemb,totEsAdultSingAdult,totESAdultFamHH,totEsAdultFamMemb,totEsYouthSingYouth,totESYouthFamHH,totEsYouthFamMemb,totEsYouthUnaccYouth,totThAdultSingAdult,totTHAdultFamHH,totThAdultFamMemb,totThYouthSingYouth,totTHYouthFamHH,totThYouthFamMemb,totThYouthUnaccYouth,totShAdultSingAdult,totSHAdultFamHH,totShAdultFamMemb,totShYouthSingYouth,totSHYouthFamHH,totShYouthFamMemb,totShYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople,ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT, AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT
679,430101,2016,Duarte,Duarte,Duarte,3,5,0,10,20,No,No,5,0,0,2,1,1,0,1,3,2,2,0,2,0,0,0,0,0,8,34,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,0,0,37,51,91016.0,6.0,37.0,430101.0,6037430101.0,0.0,0.0,1020.0,1020.0,40598.0,15781.0,22207472.0,21978603.0,4887.0,1864.0,1987792.0,1987792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05
680,430101,2016,Duarte,Duarte,Duarte,3,5,0,10,20,No,No,5,0,0,2,1,1,0,1,3,2,2,0,2,0,0,0,0,0,8,34,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,0,0,37,51,94552.0,6.0,1.0,430101.0,6001430101.0,6523.0,2269.0,25477062.0,25477062.0,14454.0,5067.0,116340860.0,116286622.0,6523.0,2269.0,25477062.0,25477062.0,45.13,44.78,21.9,21.91,100.0,100.0,100.0,100.0
681,430102,2016,Duarte,Duarte,Duarte,3,5,0,9,18,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91010.0,6.0,37.0,430102.0,6037430102.0,4809.0,1253.0,1294267.0,1294267.0,26074.0,8256.0,18347724.0,18234461.0,4809.0,1253.0,1294267.0,1294267.0,18.44,15.18,7.05,7.1,100.0,100.0,100.0,100.0
682,430102,2016,Duarte,Duarte,Duarte,3,5,0,9,18,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94546.0,6.0,1.0,430102.0,6001430102.0,0.0,0.0,6112594.0,6112594.0,42209.0,16929.0,25085713.0,24404738.0,2285.0,924.0,80463500.0,76698501.0,0.0,0.0,24.37,25.05,0.0,0.0,7.6,7.97
683,430102,2016,Duarte,Duarte,Duarte,3,5,0,9,18,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94552.0,6.0,1.0,430102.0,6001430102.0,2211.0,891.0,40611637.0,40557399.0,14454.0,5067.0,116340860.0,116286622.0,2285.0,924.0,80463500.0,76698501.0,15.3,17.58,34.91,34.88,96.76,96.43,50.47,52.88
684,430102,2016,Duarte,Duarte,Duarte,3,5,0,9,18,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94619.0,6.0,1.0,430102.0,6001430102.0,74.0,33.0,33739269.0,30028508.0,23299.0,9644.0,44251343.0,40532270.0,2285.0,924.0,80463500.0,76698501.0,0.32,0.34,76.24,74.09,3.24,3.57,41.93,39.15
685,181000,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,No,No,3,0,0,1,5,10,1,1,2,9,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,90041.0,6.0,37.0,181000.0,6037181000.0,6061.0,2261.0,4061146.0,4030633.0,27425.0,9998.0,9383338.0,9352825.0,6144.0,2315.0,4137554.0,4107041.0,22.1,22.61,43.28,43.1,98.65,97.67,98.15,98.14
686,181000,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,No,No,3,0,0,1,5,10,1,1,2,9,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,91105.0,6.0,37.0,181000.0,6037181000.0,83.0,54.0,76408.0,76408.0,11254.0,5704.0,9620106.0,9566884.0,6144.0,2315.0,4137554.0,4107041.0,0.74,0.95,0.79,0.8,1.35,2.33,1.85,1.86
687,181300,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,No,No,4,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,90041.0,6.0,37.0,181300.0,6037181300.0,2828.0,1106.0,1124846.0,1124846.0,27425.0,9998.0,9383338.0,9352825.0,3629.0,1399.0,1438932.0,1438932.0,10.31,11.06,11.99,12.03,77.93,79.06,78.17,78.17
688,181300,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,No,No,4,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,90065.0,6.0,37.0,181300.0,6037181300.0,801.0,293.0,314086.0,314086.0,45527.0,15288.0,13674178.0,13671567.0,3629.0,1399.0,1438932.0,1438932.0,1.76,1.92,2.3,2.3,22.07,20.94,21.83,21.83
689,181400,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,No,No,4,0,0,0,1,2,0,2,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,90041.0,6.0,37.0,181400.0,6037181400.0,4302.0,1760.0,879184.0,879184.0,27425.0,9998.0,9383338.0,9352825.0,4302.0,1760.0,879184.0,879184.0,15.69,17.6,9.37,9.4,100.0,100.0,100.0,100.0
690,181500,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,No,No,3,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,90041.0,6.0,37.0,181500.0,6037181500.0,3062.0,1119.0,866118.0,866118.0,27425.0,9998.0,9383338.0,9352825.0,3812.0,1393.0,1094730.0,1094730.0,11.16,11.19,9.23,9.26,80.33,80.33,79.12,79.12
691,181500,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,No,No,3,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,90042.0,6.0,37.0,181500.0,6037181500.0,750.0,274.0,228612.0,228612.0,62430.0,21018.0,12111674.0,12027396.0,3812.0,1393.0,1094730.0,1094730.0,1.2,1.3,1.89,1.9,19.67,19.67,20.88,20.88
692,181600,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,No,No,1,0,0,3,1,8,0,0,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,90041.0,6.0,37.0,181600.0,6037181600.0,3671.0,858.0,1042233.0,1042233.0,27425.0,9998.0,9383338.0,9352825.0,4352.0,1043.0,1250028.0,1250028.0,13.39,8.58,11.11,11.14,84.35,82.26,83.38,83.38
693,181600,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,No,No,1,0,0,3,1,8,0,0,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,90042.0,6.0,37.0,181600.0,6037181600.0,681.0,185.0,207795.0,207795.0,62430.0,21018.0,12111674.0,12027396.0,4352.0,1043.0,1250028.0,1250028.0,1.09,0.88,1.72,1.73,15.65,17.74,16.62,16.62
694,183402,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,No,No,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,90041.0,6.0,37.0,183402.0,6037183402.0,2480.0,873.0,469835.0,469835.0,27425.0,9998.0,9383338.0,9352825.0,2820.0,994.0,513459.0,513459.0,9.04,8.73,5.01,5.02,87.94,87.83,91.5,91.5
695,183402,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,No,No,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,90042.0,6.0,37.0,183402.0,6037183402.0,340.0,121.0,43624.0,43624.0,62430.0,21018.0,12111674.0,12027396.0,2820.0,994.0,513459.0,513459.0,0.54,0.58,0.36,0.36,12.06,12.17,8.5,8.5
696,183702,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,14,24,41,No,No,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,90042.0,6.0,37.0,183702.0,6037183702.0,2805.0,1105.0,893259.0,863201.0,62430.0,21018.0,12111674.0,12027396.0,2805.0,1105.0,893259.0,863201.0,4.49,5.26,7.38,7.18,100.0,100.0,100.0,100.0
697,185100,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,1,24,51,No,No,4,0,0,4,0,12,0,1,6,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,90031.0,6.0,37.0,185100.0,6037185100.0,329.0,112.0,33625.0,33625.0,39316.0,11903.0,9148978.0,8945994.0,6295.0,2338.0,2278046.0,2278046.0,0.84,0.94,0.37,0.38,5.23,4.79,1.48,1.48
698,185100,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,1,24,51,No,No,4,0,0,4,0,12,0,1,6,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,90042.0,6.0,37.0,185100.0,6037185100.0,2358.0,754.0,651323.0,651323.0,62430.0,21018.0,12111674.0,12027396.0,6295.0,2338.0,2278046.0,2278046.0,3.78,3.59,5.38,5.42,37.46,32.25,28.59,28.59
699,185100,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,1,24,51,No,No,4,0,0,4,0,12,0,1,6,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,90065.0,6.0,37.0,185100.0,6037185100.0,3608.0,1472.0,1593098.0,1593098.0,45527.0,15288.0,13674178.0,13671567.0,6295.0,2338.0,2278046.0,2278046.0,7.92,9.63,11.65,11.65,57.32,62.96,69.93,69.93
700,185202,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,1,24,51,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,90065.0,6.0,37.0,185202.0,6037185202.0,3712.0,1379.0,1205736.0,1205736.0,45527.0,15288.0,13674178.0,13671567.0,3712.0,1379.0,1205736.0,1205736.0,8.15,9.02,8.82,8.82,100.0,100.0,100.0,100.0
701,186201,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,1,24,51,No,No,1,0,0,1,2,1,0,1,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,90041.0,6.0,37.0,186201.0,6037186201.0,2690.0,1042.0,403587.0,403587.0,27425.0,9998.0,9383338.0,9352825.0,3068.0,1181.0,522018.0,522018.0,9.81,10.42,4.3,4.32,87.68,88.23,77.31,77.31
702,186201,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,1,24,51,No,No,1,0,0,1,2,1,0,1,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,90042.0,6.0,37.0,186201.0,6037186201.0,378.0,139.0,117085.0,117085.0,62430.0,21018.0,12111674.0,12027396.0,3068.0,1181.0,522018.0,522018.0,0.61,0.66,0.97,0.97,12.32,11.77,22.43,22.43
703,186201,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,1,24,51,No,No,1,0,0,1,2,1,0,1,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,90065.0,6.0,37.0,186201.0,6037186201.0,0.0,0.0,1346.0,1346.0,45527.0,15288.0,13674178.0,13671567.0,3068.0,1181.0,522018.0,522018.0,0.0,0.0,0.01,0.01,0.0,0.0,0.26,0.26
704,186202,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,1,24,51,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90065.0,6.0,37.0,186202.0,6037186202.0,1974.0,731.0,408254.0,408254.0,45527.0,15288.0,13674178.0,13671567.0,1974.0,731.0,408254.0,408254.0,4.34,4.78,2.99,2.99,100.0,100.0,100.0,100.0
705,186203,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,1,24,51,No,No,0,0,0,0,1,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,90042.0,6.0,37.0,186203.0,6037186203.0,1547.0,492.0,295130.0,295130.0,62430.0,21018.0,12111674.0,12027396.0,2936.0,1094.0,842708.0,842708.0,2.48,2.34,2.44,2.45,52.69,44.97,35.02,35.02
706,186203,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,1,24,51,No,No,0,0,0,0,1,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,90065.0,6.0,37.0,186203.0,6037186203.0,1389.0,602.0,547578.0,547578.0,45527.0,15288.0,13674178.0,13671567.0,2936.0,1094.0,842708.0,842708.0,3.05,3.94,4.0,4.01,47.31,55.03,64.98,64.98
707,199300,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,1,24,51,No,Yes,1,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,90031.0,6.0,37.0,199300.0,6037199300.0,3812.0,1293.0,2136300.0,2105362.0,39316.0,11903.0,9148978.0,8945994.0,3848.0,1310.0,2591517.0,2549727.0,9.7,10.86,23.35,23.53,99.06,98.7,82.43,82.57
708,199300,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,1,24,51,No,Yes,1,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,90042.0,6.0,37.0,199300.0,6037199300.0,36.0,17.0,455217.0,444365.0,62430.0,21018.0,12111674.0,12027396.0,3848.0,1310.0,2591517.0,2549727.0,0.06,0.08,3.76,3.69,0.94,1.3,17.57,17.43
709,199400,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,1,24,51,No,No,2,0,0,0,1,3,1,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,90031.0,6.0,37.0,199400.0,6037199400.0,4273.0,1222.0,623871.0,596736.0,39316.0,11903.0,9148978.0,8945994.0,4668.0,1348.0,697105.0,669970.0,10.87,10.27,6.82,6.67,91.54,90.65,89.49,89.07
710,199400,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,1,24,51,No,No,2,0,0,0,1,3,1,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,90065.0,6.0,37.0,199400.0,6037199400.0,395.0,126.0,73234.0,73234.0,45527.0,15288.0,13674178.0,13671567.0,4668.0,1348.0,697105.0,669970.0,0.87,0.82,0.54,0.54,8.46,9.35,10.51,10.93
711,201302,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,14,24,51,No,No,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90032.0,6.0,37.0,201302.0,6037201302.0,44.0,16.0,23318.0,23318.0,45786.0,13521.0,12375736.0,12347050.0,3732.0,1901.0,991715.0,991715.0,0.1,0.12,0.19,0.19,1.18,0.84,2.35,2.35
712,201302,2016,Los Angeles,Eagle Rock,Arroyo Seco NC,4,1,14,24,51,No,No,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90042.0,6.0,37.0,201302.0,6037201302.0,3688.0,1885.0,968397.0,968397.0,62430.0,21018.0,12111674.0,12027396.0,3732.0,1901.0,991715.0,991715.0,5.91,8.97,8.0,8.05,98.82,99.16,97.65,97.65
713,503701,2016,Unincorporated East Whittier,Unincorporated East Whittier,Unincorporated East Whittier,7,4,0,32,57,Yes,No,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,90604.0,6.0,37.0,503701.0,6037503701.0,4717.0,1683.0,1157807.0,1157807.0,39407.0,12326.0,11047533.0,11036745.0,4717.0,1683.0,1157807.0,1157807.0,11.97,13.65,10.48,10.49,100.0,100.0,100.0,100.0
714,503702,2016,Unincorporated East Whittier,Unincorporated East Whittier,Unincorporated East Whittier,7,4,0,32,57,No,No,2,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,90604.0,6.0,37.0,503702.0,6037503702.0,5040.0,1708.0,1719049.0,1719049.0,39407.0,12326.0,11047533.0,11036745.0,5040.0,1708.0,1723783.0,1723783.0,12.79,13.86,15.56,15.58,100.0,100.0,99.73,99.73
715,503702,2016,Unincorporated East Whittier,Unincorporated East Whittier,Unincorporated East Whittier,7,4,0,32,57,No,No,2,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,90638.0,6.0,37.0,503702.0,6037503702.0,0.0,0.0,4734.0,4734.0,49012.0,15236.0,20461944.0,20417024.0,5040.0,1708.0,1723783.0,1723783.0,0.0,0.0,0.02,0.02,0.0,0.0,0.27,0.27
716,530301,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,24,51,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90022.0,6.0,37.0,530301.0,6037530301.0,2168.0,619.0,584252.0,584252.0,67179.0,17713.0,11357617.0,11346604.0,2168.0,619.0,584252.0,584252.0,3.23,3.49,5.14,5.15,100.0,100.0,100.0,100.0
717,530302,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,24,51,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90022.0,6.0,37.0,530302.0,6037530302.0,6556.0,1836.0,855874.0,855874.0,67179.0,17713.0,11357617.0,11346604.0,6556.0,1836.0,855874.0,855874.0,9.76,10.37,7.54,7.54,100.0,100.0,100.0,100.0
718,530400,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,22,49,No,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,90022.0,6.0,37.0,530400.0,6037530400.0,2008.0,651.0,759484.0,748471.0,67179.0,17713.0,11357617.0,11346604.0,3683.0,1256.0,1542318.0,1531305.0,2.99,3.68,6.69,6.6,54.52,51.83,49.24,48.88
719,530400,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,22,49,No,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,91754.0,6.0,37.0,530400.0,6037530400.0,1675.0,605.0,782834.0,782834.0,32742.0,11718.0,11767698.0,11739576.0,3683.0,1256.0,1542318.0,1531305.0,5.12,5.16,6.65,6.67,45.48,48.17,50.76,51.12
720,530500,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,24,51,No,No,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,90022.0,6.0,37.0,530500.0,6037530500.0,4567.0,1182.0,900431.0,900431.0,67179.0,17713.0,11357617.0,11346604.0,4567.0,1182.0,900431.0,900431.0,6.8,6.67,7.93,7.94,100.0,100.0,100.0,100.0
721,530601,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,24,51,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90063.0,6.0,37.0,530601.0,6037530601.0,3431.0,876.0,571265.0,571265.0,55758.0,14012.0,8476100.0,8476100.0,3431.0,876.0,571265.0,571265.0,6.15,6.25,6.74,6.74,100.0,100.0,100.0,100.0
722,530602,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,24,51,No,No,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90022.0,6.0,37.0,530602.0,6037530602.0,190.0,45.0,270302.0,270302.0,67179.0,17713.0,11357617.0,11346604.0,1590.0,392.0,663598.0,663598.0,0.28,0.25,2.38,2.38,11.95,11.48,40.73,40.73
723,530602,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,24,51,No,No,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90063.0,6.0,37.0,530602.0,6037530602.0,1400.0,347.0,393296.0,393296.0,55758.0,14012.0,8476100.0,8476100.0,1590.0,392.0,663598.0,663598.0,2.51,2.48,4.64,4.64,88.05,88.52,59.27,59.27
724,530700,2016,Los Angeles,East Los Angeles,California State University - Los Angeles,7,1,0,24,51,No,No,0,0,0,1,1,5,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,90032.0,6.0,37.0,530700.0,6037530700.0,225.0,67.0,98114.0,98114.0,45786.0,13521.0,12375736.0,12347050.0,2213.0,563.0,1057004.0,1057004.0,0.49,0.5,0.79,0.79,10.17,11.9,9.28,9.28
725,530700,2016,Los Angeles,East Los Angeles,California State University - Los Angeles,7,1,0,24,51,No,No,0,0,0,1,1,5,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,90063.0,6.0,37.0,530700.0,6037530700.0,1988.0,496.0,958890.0,958890.0,55758.0,14012.0,8476100.0,8476100.0,2213.0,563.0,1057004.0,1057004.0,3.57,3.54,11.31,11.31,89.83,88.1,90.72,90.72
726,530801,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,24,51,No,No,1,0,0,1,4,5,0,1,2,7,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,90063.0,6.0,37.0,530801.0,6037530801.0,6325.0,1525.0,769116.0,769116.0,55758.0,14012.0,8476100.0,8476100.0,6325.0,1525.0,769116.0,769116.0,11.34,10.88,9.07,9.07,100.0,100.0,100.0,100.0
727,530802,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,24,51,No,No,0,0,0,1,2,4,0,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,90063.0,6.0,37.0,530802.0,6037530802.0,3668.0,922.0,566878.0,566878.0,55758.0,14012.0,8476100.0,8476100.0,3668.0,922.0,566878.0,566878.0,6.58,6.58,6.69,6.69,100.0,100.0,100.0,100.0
728,530901,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,24,51,No,No,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,90063.0,6.0,37.0,530901.0,6037530901.0,4080.0,945.0,444141.0,444141.0,55758.0,14012.0,8476100.0,8476100.0,4080.0,945.0,444141.0,444141.0,7.32,6.74,5.24,5.24,100.0,100.0,100.0,100.0
729,530902,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,24,51,No,No,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,90063.0,6.0,37.0,530902.0,6037530902.0,4160.0,1152.0,522415.0,522415.0,55758.0,14012.0,8476100.0,8476100.0,4160.0,1152.0,522415.0,522415.0,7.46,8.22,6.16,6.16,100.0,100.0,100.0,100.0
730,531000,2016,East Los Angeles,East Los Angeles,East Los Angeles,7,1,0,24,51,No,No,2,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,90022.0,6.0,37.0,531000.0,6037531000.0,1980.0,489.0,455469.0,455469.0,67179.0,17713.0,11357617.0,11346604.0,5629.0,1368.0,999466.0,999466.0,2.95,2.76,4.01,4.01,35.17,35.75,45.57,45.57
